file,line_number,path,pattern_type,category
hooks/auto_log.py,72,"/opt/projects/server/scripts/hooks/auto_log.py:72:",absolute,/opt/projects/server
hooks/auto_log.py,73,"/opt/projects/server/scripts/hooks/auto_log.py:73:",absolute,/opt/projects/server
hooks/auto_log.py,74,"/opt/projects/server/scripts/hooks/auto_log.py:74:",absolute,/opt/projects/server
hooks/auto_log.py,75,"/opt/projects/server/scripts/hooks/auto_log.py:75:",absolute,/opt/projects/server
hooks/auto_log.py,76,"/opt/projects/server/scripts/hooks/auto_log.py:76:",absolute,/opt/projects/server
hooks/ruff_lint.py,17,"/opt/projects/server/scripts/hooks/ruff_lint.py:17:",absolute,/opt/projects/server
gemini_core/tools_def.py,59,"/opt/projects/server/scripts/gemini_core/tools_def.py:59:",absolute,/opt/projects/server
gemini_core/tools_def.py,63,"/opt/projects/server/scripts/gemini_core/tools_def.py:63:",absolute,/opt/projects/server
gemini_core/tools_def.py,72,"/opt/projects/server/scripts/gemini_core/tools_def.py:72:",absolute,/opt/projects/server
gemini_core/tools_def.py,85,"/opt/projects/server/scripts/gemini_core/tools_def.py:85:",absolute,/opt/projects/server
gemini_core/execute.py,16,"/opt/projects/server/scripts/gemini_core/execute.py:16:",absolute,/opt/projects/server
gemini_core/execute.py,18,"/opt/projects/server/scripts/gemini_core/execute.py:18:SAFE_DIR",absolute,/opt/projects/server
gemini_core/execute.py,59,"/opt/projects/server/scripts/gemini_core/execute.py:59:",absolute,/opt/projects/server
gemini_core/execute.py,77,"/opt/projects/server/scripts/gemini_core/execute.py:77:",absolute,/opt/projects/server
osync_backup.py,47,"/opt/projects/server/scripts/osync_backup.py:47:",absolute,/opt/projects/server
osync_backup.py,48,"/opt/projects/server/scripts/osync_backup.py:48:",absolute,/opt/projects/server
notice/lib/bot_processor.py,43,"/opt/projects/server/scripts/notice/lib/bot_processor.py:43:PROJECT_DIR",absolute,/opt/projects/server
auto_commit_guard.py,12,"/opt/projects/server/scripts/auto_commit_guard.py:12:SERVER",absolute,/opt/projects/server
pg_mcp.py,18,"/opt/projects/server/scripts/pg_mcp.py:18:",absolute,/opt/projects/server
open-newhand.sh,6,"/opt/projects/server/scripts/open-newhand.sh:6:HANDOVER=",absolute,/opt/projects/server
open-newhand.sh,7,"/opt/projects/server/scripts/open-newhand.sh:7:PROJECT_DIR=",absolute,/opt/projects/server
claude_code_runner.sh,49,"/opt/projects/server/scripts/claude_code_runner.sh:49:WRAPPER=",absolute,/opt/projects/server
cli.py,774,"/opt/projects/server/scripts/cli.py:774:AUTO_TASKS_FILE",absolute,/opt/projects/server
cli.py,1189,"/opt/projects/server/scripts/cli.py:1189:",absolute,/opt/projects/server
day_cycle.sh,21,"/opt/projects/server/scripts/day_cycle.sh:21:MODEL_CTL=",absolute,/opt/projects/server
day_cycle.sh,111,"/opt/projects/server/scripts/day_cycle.sh:111:SCRIPT_DIR=",absolute,/opt/projects/server
day_cycle.sh,122,"/opt/projects/server/scripts/day_cycle.sh:122:import",absolute,/opt/projects/server
gen_architecture.py,96,"/opt/workspace",absolute,/opt/workspace
gen_architecture.py,101,"/opt/workspace`",absolute,/opt/workspace
